"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.27181603565297e-35,2.14850677171631,0.307,0.068,5.79044663632759e-31,"3","CXCL13"
7.2627019148967e-29,2.09779695005892,0.267,0.062,9.84459244564247e-25,"3","IFI16"
1.67713892579958e-26,1.91406086247072,0.27,0.069,2.27336181392133e-22,"3","DDX17"
4.9918905089532e-27,1.8920064960596,0.284,0.074,6.76650758488607e-23,"3","PPP1CA"
6.55689277656728e-23,1.78288477367948,0.27,0.078,8.88786815863695e-19,"3","SRSF7"
8.13518506773806e-25,1.71741559455775,0.297,0.086,1.10272433593189e-20,"3","SSU72"
1.94034440170749e-43,1.66999038904961,0.541,0.174,2.6301368365145e-39,"3","RPL22"
8.65205898578191e-23,1.65306776584327,0.324,0.109,1.17278659552274e-18,"3","FCMR"
8.67124151199584e-19,1.60343699811867,0.294,0.105,1.17538678695104e-14,"3","RPS4Y1"
1.20187524311821e-23,1.56390863393203,0.304,0.092,1.62914189204673e-19,"3","CD24"
9.44987567863653e-22,1.55505653574777,0.287,0.088,1.28093064823918e-17,"3","LENG8"
6.41488209327655e-16,1.54137602998641,0.257,0.093,8.69537267743636e-12,"3","CTSZ"
4.2691157488923e-30,1.49652179420215,0.331,0.086,5.78678639762351e-26,"3","TRBC2"
